"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"11787","OR4P4",-0.0877139530993976,5.20970533587021,-2.10112279481046,0.0377770116931134,0.0624488905438462,-5.36276508112972
"11788","ZNF278",-0.239252369847952,5.77411179718121,-2.10100855685771,0.0377872406459924,0.0624605008472312,-5.36299768459241
"11789","GPR160",-0.396545293890361,8.19215368157915,-2.1006359761418,0.0378206183911801,0.062508498451297,-5.36375622634367
"11790","NEK11",0.236647095617434,6.10530696284227,2.1006128140374,0.037822694213025,0.062508498451297,-5.36380337824476
"11791","MPO",0.145545339313088,5.06099269476493,2.10022049488954,0.0378578693470756,0.0625613250977668,-5.36460196274582
"11792","SSX2",-0.131786273950953,5.04605066631862,-2.09961727738112,0.0379120085006617,0.0626454787682661,-5.36582957121942
"11793","C1orf118",-0.107822282093166,4.9588807315262,-2.09950601355665,0.0379220017818674,0.062656678090366,-5.36605596860981
"11794","NDUFV2",-0.175433681437907,11.452367954263,-2.09927076634542,0.0379431382368497,0.0626862852759893,-5.36653460827603
"11795","C19orf36",-0.103303452532876,5.02975934288344,-2.09917679719787,0.0379515839983596,0.0626949227815207,-5.36672578627723
"11796","CCNC",0.283985424925314,7.57941702495537,2.09886306764442,0.0379797931214151,0.0627362045583904,-5.36736400414121
"11797","ANKRD20A3",0.344739846312239,5.70269697212048,2.09882050130282,0.0379836218828795,0.0627372105101218,-5.36745058974165
"11798","DDX48",-0.145786038586282,11.343336834392,-2.09872624429062,0.0379921013051228,0.0627458970952973,-5.36764231524665
"11799","LOC253314",-0.102735008362319,5.14126959399748,-2.09865002745832,0.037998959013283,0.0627519040913484,-5.36779733989732
"11800","TEX11",-0.141170175831056,5.05045901919304,-2.09796523673822,0.0380606217865501,0.0628484080941465,-5.36918996658995
"11801","LNX1",-0.139696206226016,5.18915242006343,-2.09750902708546,0.03810174953092,0.0629109897135815,-5.37011750480813
"11802","FLJ23861",0.118924316755779,5.29645702157927,2.09725961778062,0.0381242502013386,0.0629428075896528,-5.37062450982566
"11803","LOC619383",-0.384616164535394,7.08108581245164,-2.0969275773094,0.0381542232704633,0.0629869558946858,-5.37129940263223
"11804","S100A5",-0.134217672840771,5.26533646720322,-2.09676222450229,0.0381691571247927,0.0630062713128249,-5.37163545548435
"11805","LOC644043",0.226936924259556,5.15237203588588,2.09604303287109,0.0382341695606618,0.0631082417526043,-5.37309681031764
"11806","CYS1",0.0713475804121684,5.01661580000591,2.09562480555149,0.0382720196955727,0.0631653653877888,-5.37394640968008
"11807","MGC21675",-0.112212315249602,5.37133716187783,-2.0954619950274,0.038286762989525,0.0631843463073511,-5.37427710528118
"11808","LOC644891",-0.123694951580492,5.02331043731736,-2.09454625629614,0.0383697787778917,0.0633159840351642,-5.376136680961
"11809","GJB4",-0.207027200877319,5.11995425887918,-2.09441686623861,0.0383815210488303,0.0633299972594173,-5.37639937045012
"11810","LOC653686",-0.122924072741685,4.90462578119799,-2.09436787405019,0.0383859679440263,0.0633319716671764,-5.37649883114187
"11811","MAGEA6",-0.157911430446521,5.23132239275961,-2.09424269334705,0.0383973322899044,0.0633453576893394,-5.37675295490224
"11812","USP46",-0.193292175053377,5.87989425745066,-2.0941512191013,0.038405638476267,0.0633536967245228,-5.37693864377827
"11813","C9orf32",-0.182083830039365,6.61092472180346,-2.09392423227137,0.0384262563687793,0.0633823419407149,-5.37739938501147
"11814","CYP3A5",0.712934191969711,7.68009162792015,2.09384156133362,0.0384337679842401,0.0633893659364244,-5.37756718019847
"11815","ZNF512",0.232526051999619,9.05504946189538,2.09364298900408,0.0384518157531845,0.0634137647017181,-5.37797019250851
"11816","KCNG2",-0.12612574174634,5.09116433870192,-2.09358426198675,0.0384571547105195,0.063417202059451,-5.37808937508575
"11817","PRRX2",-0.446913361095362,7.33670117125081,-2.09353169338681,0.0384619343385918,0.0634197165598258,-5.37819605693406
"11818","GPR113",-0.106079099886012,5.34974258147013,-2.09343558375655,0.0384706741146574,0.0634287599529615,-5.37839109380593
"11819","SPATA5L1",-0.20151578557586,7.38624426128783,-2.09287073219118,0.0385220737250416,0.0635081315282542,-5.37953718863715
"11820","ZNF300",-0.131933973876344,5.03953062043526,-2.09263143646963,0.0385438666587346,0.0635386837432693,-5.3800226378031
"11821","ACAD11",0.221199256488731,8.77256145316134,2.09181848793025,0.0386179820936631,0.0636554759407009,-5.38167144769807
"11822","LOC651133",-0.120347195072921,5.07328535062675,-2.09168274599671,0.0386303694483104,0.0636705082642809,-5.38194669952502
"11823","SMEK2",-0.168560681363095,9.20941547690968,-2.09116723090161,0.0386774447927302,0.0637427058941341,-5.3829918885502
"11824","MAPK6",-0.206787985970003,9.08982506640882,-2.09077551693044,0.0387132479804276,0.0637963157052293,-5.38378591527354
"11825","CD6",0.326123435648862,8.72734946261355,2.08992628643506,0.0387909667588026,0.0639189841264498,-5.38550688035094
"11826","LOC220433",-0.382177640982684,10.8924915180093,-2.08980439989828,0.0388021324239372,0.0639319761779484,-5.38575383011004
"11827","CAMLG",0.153283553586721,11.7669888609938,2.08932469751755,0.0388461034055248,0.0639990128398284,-5.3867256073928
"11828","C3orf19",0.131205418336505,9.13871052225123,2.089278991523,0.0388502951925693,0.0640005074253647,-5.38681818743372
"11829","IL32",0.298971311937628,9.31006491591713,2.08899668552877,0.0388761946600295,0.0640377591470685,-5.38738997231959
"11830","MFN1",-0.199017230670374,6.59096057079533,-2.08895610203739,0.0388799191134685,0.0640384804671119,-5.38747216456335
"11831","IFNK",0.069391782314062,4.87765738826044,2.08843115965682,0.038928122128101,0.0641124553855167,-5.3885351774168
"11832","LOC652784",0.0950270942425639,4.99459876073121,2.0873382858767,0.0390286406121091,0.0642725711905803,-5.39074746094098
"11833","LOC654256",-0.0717211007029857,5.00392780086551,-2.08690234238056,0.0390687993354641,0.0643332675611864,-5.39162963321704
"11834","FLJ40142",0.251427142722961,8.0628429613598,2.08653201214628,0.0391029417426357,0.0643840476470557,-5.3923788966151
"11835","PFKFB4",-0.301687470970341,8.85862871819705,-2.08648374271743,0.0391073938081391,0.0643859373343127,-5.39247654770178
"11836","SRP46",0.19661256732144,9.57841791041469,2.08542340680479,0.0392053025040527,0.0645416795616312,-5.39462112301113
"11837","LEFTY1",-0.222039042867196,5.03404010604176,-2.08538152751943,0.039209173853747,0.0645425996908221,-5.39470580491041
"11838","KLHL15",-0.10858854894299,5.00737956852574,-2.08523089433795,0.0392231012059877,0.0645600715491359,-5.39501037929219
"11839","LOC653229",-0.109562460399119,4.87162439080267,-2.08492716704379,0.0392511963841774,0.0646008583111494,-5.39562444186561
"11840","TTC19",0.203357599224921,9.60710930948309,2.08488708014615,0.0392549057680516,0.0646015066630477,-5.39570548160207
"11841","IGF2",-0.325143492148112,5.2373749196489,-2.08426222980457,0.0393127643891985,0.0646912603769557,-5.39696849308768
"11842","KIAA0528",0.195372268969617,10.0313398376188,2.08414375208369,0.0393237432153368,0.0647038622319573,-5.39720793275653
"11843","TXK",0.15681357776223,5.17023177993014,2.08396153654089,0.0393406334999997,0.0647261879378108,-5.39757615985944
"11844","PTDSS2",-0.198196669518038,8.02289333330834,-2.08383100607309,0.0393527367239956,0.0647406345041417,-5.39783992170827
"11845","LHPP",-0.26816494923183,9.46605852830761,-2.08366898000237,0.0393677647802191,0.0647598899740455,-5.39816730513194
"11846","GIYD1",-0.225834644847105,7.1201550818557,-2.08342202775436,0.0393906793045452,0.0647921143212108,-5.39866624155273
"11847","DNAH11",-0.254267888450704,5.23240458024311,-2.08327425880026,0.0394043961649917,0.0648092056448774,-5.39896476416615
"11848","ATG4A",0.217468962440575,8.27360390826009,2.08309964647083,0.0394206100933688,0.0648304007148287,-5.39931749039043
"11849","ICF45",0.133085138757473,5.970040589066,2.08241283849675,0.0394844404993658,0.064927997914305,-5.40070461287325
"11850","SCRL",-0.187781587025727,4.96307925126064,-2.08238941268106,0.0394866192088537,0.064927997914305,-5.40075191770035
"11851","CTDSP1",0.167431076180378,8.29471256688431,2.08155733419109,0.0395640734337838,0.0650498667502554,-5.40243185165328
"11852","SLC17A4",-0.124190935025809,4.88419106781857,-2.08124848936618,0.0395928555469128,0.0650916967880185,-5.40305523867215
"11853","SLC2A13",-0.0967480790237421,4.9394784437558,-2.08096191200882,0.039619578590786,0.0651301348891812,-5.40363360316797
"11854","STRN3",-0.212935618764996,8.81439596349447,-2.08062746737021,0.0396507848139942,0.0651759357263943,-5.40430847892152
"11855","KIR3DL2",0.253361222798222,5.16758091531039,2.08014508377265,0.0396958320785174,0.0652428767394032,-5.40528170327849
"11856","TNPO2",-0.134966867556518,10.7818180828793,-2.08011967446405,0.0396982061392027,0.0652428767394032,-5.40533296156353
"11857","EIF4ENIF1",-0.165252699548763,8.45598398243493,-2.07970266208038,0.039737186179169,0.065298855532887,-5.40617411900719
"11858","LOC644830",-0.226495728146658,5.13808940428725,-2.07965711147683,0.0397414459931135,0.065298855532887,-5.40626598983613
"11859","CA14",-0.0839557013224255,4.93919348606586,-2.07964775377301,0.039742321158045,0.065298855532887,-5.40628486311996
"11860","PRPF39",-0.103584288391092,5.29888587163142,-2.07900432904032,0.0398025362115168,0.0653922780844356,-5.40758237885741
"11861","CXXC6",-0.0713756708901734,4.92706936989506,-2.07849674999704,0.039850093424697,0.0654648908507057,-5.40860568820156
"11862","SCC-112",-0.178947268438625,8.98493642652089,-2.07836713985691,0.0398622449672025,0.0654793325902833,-5.40886695271569
"11863","LOC388272",-0.271590981232688,6.91508290463322,-2.07814689430794,0.0398829012962942,0.0655077410232059,-5.40931088286801
"11864","PCDHA3",0.099730764496063,5.04968482235428,2.07783947771041,0.0399117485793673,0.0655495971905742,-5.40993044321672
"11865","PHB2",0.164527887268799,10.5066037497975,2.07698325796642,0.0399921888493511,0.0656761735971012,-5.41165560014566
"11866","CRYGA",0.122522217556231,5.32114602637106,2.07681776784809,0.0400077523954311,0.0656961954681422,-5.41198896226259
"11867","NSL1",0.0784275139809543,5.27014373668325,2.07645761335784,0.0400416411728959,0.0657463030465895,-5.41271436964415
"11868","FLJ20297",-0.181951218340673,6.04689203080284,-2.07639602152595,0.0400474391321752,0.0657502823972391,-5.41283841351203
"11869","PPP4R1L",-0.209481364599261,5.71762806845897,-2.07613104152968,0.0400723913042098,0.0657857060040886,-5.41337203529475
"11870","MYBPC1",-0.301556258910737,5.11199743117749,-2.07607169553778,0.0400779815239975,0.0657893403534196,-5.4134915387189
"11871","AADAT",-0.182847305911076,6.21464783440033,-2.07585653714502,0.0400982544369318,0.0658170741895052,-5.41392477077273
"11872","KIAA0226",-0.189784100895559,5.87322991107329,-2.07559313646648,0.040123084886728,0.0658522834415344,-5.41445508427653
"11873","FAM78A",0.0971170427111838,5.12399618876964,2.07549190150491,0.0401326316923855,0.065862404491378,-5.4146588874252
"11874","LOC650472",0.194804262712573,12.7032098001274,2.07542705258061,0.0401387481947314,0.0658668947763468,-5.41478943445792
"11875","INPP5B",0.195482484003611,8.09449999830122,2.07515531437135,0.04016438705022,0.0659034174040872,-5.41533642803713
"11876","LKAP",0.146202057530488,10.6375937162064,2.07500907347422,0.0401781908922608,0.065920516127964,-5.41563077512215
"11877","LOC645743",-0.187446264404051,5.64250816053055,-2.07465758463168,0.0402113849877564,0.0659694229592012,-5.41633815721308
"11878","ACOXL",0.167240257803024,5.22342012029885,2.07440479879149,0.0402352722760936,0.0660030544114905,-5.41684682767028
"11879","DCTD",0.20360802180862,9.70293059074309,2.07429124214421,0.0402460069089483,0.0660151060376174,-5.41707531425948
"11880","NUP54",0.20726532428644,7.80780822000085,2.07274310650015,0.0403925994095879,0.0662499831225438,-5.42018914894028
"11881","OR8H1",-0.120883475654137,5.2938215190381,-2.07246112411035,0.0404193495485932,0.0662882775822185,-5.4207560802658
"11882","BAAT",-0.352664808113482,5.39335778001978,-2.07197915123265,0.0404651069253686,0.0663577350985362,-5.42172493062642
"11883","RW1",-0.20893953554978,10.3335111355048,-2.07149480400973,0.0405111345220888,0.066427624014382,-5.42269834294387
"11884","LOC653580",-0.0931068474440542,5.07439254507143,-2.07130205053004,0.0405294644188411,0.066452088034426,-5.42308566864189
"11885","DENND4A",0.210967273284647,6.48104169331956,2.07096811650781,0.0405612367387202,0.066498586272946,-5.423756608287
"11886","RNF126P1",-0.149520081732479,5.72756687006504,-2.07092070811544,0.0405657491671461,0.0665003889047487,-5.4238518529978
"11887","LOC653421",-0.152043400231862,5.5761760165998,-2.07047455773899,0.0406082357981886,0.0665644380018259,-5.42474808163779
"11888","LRP6",-0.160310219106357,5.77852254731713,-2.07043833668136,0.0406116867838326,0.0665644950355803,-5.42482083476757
"11889","USP40",-0.133460356124088,5.54321966774892,-2.07005167693684,0.0406485417448864,0.0666192981662976,-5.42559740064578
"11890","ADRA1D",0.178990569260199,5.91148967902423,2.0695890520258,0.0406926751492572,0.0666860197883328,-5.42652635758307
"11891","GPR42",0.103377362762856,4.90196982969839,2.06915585324977,0.0407340386535123,0.0667481913349329,-5.42739605154514
"11892","PRDM7",-0.0829511926346571,4.96013170973152,-2.06835249451677,0.0408108420085656,0.0668684204958713,-5.42900843437737
"11893","LOC654189",-0.177058802972899,5.94274689793712,-2.06799473055033,0.0408450852345333,0.0669189006806425,-5.42972629804725
"11894","C9orf93",-0.17440467399156,5.64900388130123,-2.06772197405586,0.040871208572271,0.0669560702060452,-5.43027351425868
"11895","TREML2",0.119467256906691,5.34016638904028,2.06704865264305,0.0409357575411673,0.0670561778637785,-5.43162407445658
"11896","TMEM69",0.300808858672164,8.52261713614437,2.0670041290444,0.0409400289451729,0.0670575373231922,-5.43171336628267
"11897","LAPTM4A",0.212879323043225,8.68699490530635,2.06692407757797,0.0409477097033022,0.0670644804210173,-5.4318739045514
"11898","BRF2",-0.207210580215932,8.50110578782641,-2.06651698116288,0.0409867888274338,0.0671228425199654,-5.43269022184388
"11899","FBXO9",0.174934462849257,5.72156461906009,2.06632929376694,0.0410048166118108,0.0671467225549318,-5.43306652576583
"11900","C10orf83",-0.189638793883452,6.44842970191389,-2.06592585806006,0.0410435905277537,0.0672045681876707,-5.4338752868295
"11901","UBC",0.105306584889375,10.1015647571909,2.06558851079411,0.0410760368809453,0.0672520442505015,-5.43455144878374
"11902","LOC650795",0.0869342743007886,5.10006962083933,2.06522756158021,0.0411107776614069,0.0673032685878435,-5.43527480365026
"11903","COX5A",-0.153287894670109,12.2051482455277,-2.06451596965913,0.0411793410889238,0.0674098513918912,-5.4367005146329
"11904","C6orf115",-0.25125379406777,8.47948533851795,-2.06431853378764,0.041198381842189,0.0674353553591274,-5.43709600661473
"11905","PGK1",-0.215322670655365,10.7465117159567,-2.06394874358996,0.0412340648032431,0.0674880934641908,-5.43783665410318
"11906","GJE1",0.0852758258944863,5.11166121959895,2.06314949848998,0.0413112786749925,0.0676087909442491,-5.43943702928594
"11907","STATIP1",-0.16397583044219,8.87688919705154,-2.06306803899852,0.0413191553150846,0.0676160024619487,-5.43960010803144
"11908","DDI1",0.104378444039916,5.20981454083935,2.06254738296301,0.0413695300429939,0.0676927521739785,-5.44064229984534
"11909","CYP11A1",0.215406301011045,6.21964292479251,2.06207594465107,0.0414151882748243,0.0677617720660805,-5.44158576209143
"11910","LOC651575",0.225639284401034,8.08748367426359,2.06117955566635,0.0415021216977427,0.067898307412302,-5.44337910049423
"11911","BIN3",-0.362799431287479,6.58711321151091,-2.06108021140584,0.0415117659102807,0.0679057210791632,-5.44357780650379
"11912","BCLAF1",0.185855666679906,9.07969066288967,2.06106108112366,0.0415136232740566,0.0679057210791632,-5.44361606941344
"11913","MAPBPIP",-0.194965680083001,10.8810249398667,-2.06093916836106,0.041525461488453,0.0679193836231434,-5.44385990212755
"11914","LOC644019",0.0592214100893864,5.0983705719445,2.0608248601849,0.0415365638970735,0.06793184048468,-5.4440885130392
"11915","RHBDD2",0.169438995756835,12.1806711578533,2.06067121308156,0.0415514911876932,0.0679505502133615,-5.44439578135968
"11916","UBE2L3",0.154487128091467,7.7638438605914,2.06047783563429,0.0415702849426012,0.0679755792301599,-5.44478247340018
"11917","SC5DL",-0.284681110595427,10.2144861111174,-2.06036402548423,0.0415813492057478,0.0679837555820199,-5.44501004093586
"11918","SLAMF1",0.26038384164461,5.93702675740819,2.0603546247381,0.0415822632294849,0.0679837555820199,-5.44502883754722
"11919","GPR98",-0.413608385628624,6.01410693347156,-2.06010675315498,0.0416063697157823,0.068015068282672,-5.44552442324729
"11920","LOC646887",-0.082966127549609,5.00684939729942,-2.06008591435459,0.0416083969170875,0.068015068282672,-5.44556608508344
"11921","RAD51L3",0.131498304030843,5.6793896935209,2.05976929233264,0.0416392083717129,0.0680597244461728,-5.44619904139565
"11922","ZNF132",0.158239043071654,5.66735776063299,2.05921178740405,0.0416935084321215,0.0681427622714215,-5.44731332474413
"11923","LOC646774",-0.106533728316321,5.19385834610962,-2.05858540578124,0.0417545893897796,0.068236867756425,-5.44856493712811
"11924","LOC90120",-0.206575488069551,6.42814100849077,-2.05850361929138,0.0417625703749574,0.0682441868295911,-5.44872833370587
"11925","MTHFR",-0.251257218197969,8.04025803387422,-2.05827795565951,0.0417845981315169,0.0682744565696106,-5.44917914293785
"11926","ADH4",-0.194594986614102,5.1631434948207,-2.05794549350964,0.0418170689845573,0.0683217834281485,-5.44984322030824
"11927","CSTB",0.24215035374228,12.9635937430924,2.05774402741834,0.0418367562629296,0.0683482179746108,-5.4502455907255
"11928","LOC652492",-0.114619190149223,5.2810985449905,-2.05770771977998,0.0418403050924148,0.0683482851044352,-5.45031810086668
"11929","CEP57",-0.221070348887215,5.92468834299683,-2.05711693881983,0.0418980862646328,0.0684369361108534,-5.45149778488298
"11930","GPC4",-0.328160676799831,10.0484585374037,-2.05674885450619,0.0419341212267449,0.0684900546607817,-5.45223262420514
"11931","LOC440978",0.0749451353305535,5.12374418686168,2.05667465994346,0.0419413879915542,0.0684961817966167,-5.45238073057353
"11932","GRIN2C",-0.186418312089732,5.26998904259384,-2.05613252490866,0.0419945185548089,0.0685772036574297,-5.45346278375022
"11933","JMJD1A",-0.282663306356253,7.69569708978123,-2.05516284115166,0.0420896938209973,0.0687268653399927,-5.45539752436366
"11934","RABGEF1",-0.169965638334817,6.39508760023891,-2.05452025086262,0.0421528663861978,0.0688201837856981,-5.45667917113303
"11935","LTBP1",0.101058946662685,5.21880937615435,2.05450966453566,0.0421539077999644,0.0688201837856981,-5.45670028244794
"11936","STIM1",-0.159946884435325,8.70439136750317,-2.05436797987703,0.0421678479345719,0.0688371746820655,-5.45698282108066
"11937","LOC650845",0.115663092133413,5.40029894639259,2.05427596889716,0.0421769028683135,0.0688461885221654,-5.4571662938813
"11938","COMMD9",0.160977729075805,9.67374689014199,2.05386676275354,0.0422171936237983,0.0689061834276856,-5.45798217126813
"11939","SENP7",0.127144864609744,6.79062421068277,2.05372458019488,0.0422312007478482,0.0689232721812398,-5.45826562021747
"11940","KIAA1853",0.177188819026763,5.10861416506219,2.05293621362955,0.0423089390090421,0.0690443615235499,-5.45983694222079
"11941","USP38",-0.194003476269209,9.43756736117959,-2.05254768818388,0.0423472953190777,0.0691011681845933,-5.46061111993611
"11942","FGF18",0.138575425153295,5.78499974178164,2.05248002330739,0.0423539784286542,0.0691062861901128,-5.46074593536472
"11943","LOC642809",-0.091306099741729,5.08694476819177,-2.0520643752133,0.0423950508948847,0.0691629426293984,-5.46157398148325
"11944","ADAM6",-0.0910059614245373,5.05360423547369,-2.05205678523183,0.0423958012196836,0.0691629426293984,-5.46158910064749
"11945","SLC5A4",0.137955042385347,4.91256182389923,2.05153835185038,0.0424470790605087,0.0692407982832994,-5.46262169141682
"11946","LOC651520",-0.0853376389854485,5.03625150434989,-2.05143505366768,0.0424573025485034,0.0692482628965359,-5.462827406787
"11947","BRWD2",0.210961926634185,7.27253858028752,2.05142029911591,0.0424587629881917,0.0692482628965359,-5.4628567892674
"11948","CYP2D6",-0.116601463011832,5.41448972022367,-2.05003142829887,0.0425964294589752,0.069466975896228,-5.46562173129536
"11949","C11orf30",-0.140560235889524,5.65282146261524,-2.04879440887715,0.0427193659716269,0.069658357558258,-5.46808290293935
"11950","EPDR1",0.329076601453114,11.3080343698921,2.04877866416285,0.0427209326569763,0.069658357558258,-5.46811421968593
"11951","DDIT4",-0.319358697638259,11.3742411624285,-2.0476951785956,0.0428288636730772,0.0698285004325922,-5.47026876957516
"11952","SH3BGR",0.101038471520877,5.53809920868886,2.04762418107897,0.042835944208537,0.0698342012134658,-5.47040991365571
"11953","LOC387921",0.149418283762414,6.98741990231446,2.04605338324278,0.0429928554367316,0.0700841452509592,-5.47353151717589
"11954","ZNF135",0.295692174757098,7.04102732936661,2.04570109759397,0.043028113675409,0.0701357533014341,-5.47423129871181
"11955","TCEAL5",0.0822911560886235,5.09244180509271,2.04512786398252,0.0430855382302149,0.0702234807541395,-5.47536973239017
"11956","C14orf11",0.135977290469371,5.18371926040298,2.04487757108906,0.0431106322724396,0.0702577072171029,-5.47586671732488
"11957","C11orf52",0.29666684305027,7.42635353594871,2.04483831286607,0.0431145693859758,0.0702577072171029,-5.47594466384372
"11958","CDK7",-0.267458613860381,8.69338336222485,-2.04481053809593,0.0431173550373167,0.0702577072171029,-5.47599980932538
"11959","SYTL4",0.324183802962875,7.67503609320228,2.0442710457321,0.0431714936167781,0.0703400412344612,-5.47707080739298
"11960","BZW1",-0.139720984762342,5.4725490804689,-2.04422676965042,0.043175939346671,0.0703414028570138,-5.47715869241177
"11961","TBC1D13",0.148253357834596,8.37013185671521,2.04418584113584,0.043180049298255,0.0703422172541174,-5.47723993116098
"11962","LOC645162",0.0647759543143547,4.91665050625094,2.04413929207376,0.0431847240598701,0.0703439515387534,-5.47733232425912
"11963","SYCE1",-0.14637861989412,5.20121091828127,-2.04397839409839,0.0432008858245815,0.0703643952429968,-5.47765166818621
"11964","KIAA0703",0.364360294273244,7.9247887726892,2.04362685302262,0.0432362151834793,0.0704160525618601,-5.47834931157504
"11965","C15orf40",0.14041552202257,7.26859066789524,2.04351958939344,0.0432469999421321,0.070427730369615,-5.47856215709517
"11966","LOC283951",-0.221636178840267,8.68756490979474,-2.04336707307433,0.0432623385700854,0.0704468215809889,-5.47886478059228
"11967","LOC375449",0.360501905860197,8.17454626934448,2.04298158449972,0.0433011280692806,0.0705040929581293,-5.47962957484817
"11968","C12orf43",0.124837536139537,7.65825650551096,2.04281088352439,0.0433183142328808,0.070526182555789,-5.47996819599679
"11969","C21orf13",0.101192566144174,5.05478872387487,2.04240459682826,0.0433592426345573,0.0705856796459289,-5.48077404482678
"11970","LOC389676",-0.107871086817145,5.18860493190137,-2.04237621063794,0.0433621034314483,0.0705856796459289,-5.48083034180285
"11971","PISD",0.176243338752915,8.37318744106845,2.04227322986368,0.0433724833227023,0.0705966784347885,-5.4810345725413
"11972","FALZ",0.0821965252613479,6.00005081556225,2.04201104085251,0.0433989201200504,0.0706338087653844,-5.48155450064549
"11973","LOC348645",-0.2194106887119,5.19337465775365,-2.04084675048224,0.0435164833870476,0.0708192331743608,-5.48386257010095
"11974","MTAP",0.278335902549628,7.79053755047383,2.04067233766731,0.0435341180227051,0.0708387125206381,-5.48420821755463
"11975","LOC652675",-0.23831387070179,6.18916432101868,-2.04065645683468,0.0435357240151214,0.0708387125206381,-5.48423968847082
"11976","C6orf21",0.102043195386047,5.02838991122916,2.04013326212515,0.0435886618536108,0.0709189275398803,-5.4852763716429
"11977","LOC645472",-0.0786181096203959,5.08287337282706,-2.04004914299613,0.0435971783241795,0.0709268614550086,-5.48544302623666
"11978","HEBP2",-0.236645229153581,10.5259666967041,-2.03986182808903,0.0436161477562561,0.0709517982159501,-5.48581410659007
"11979","STAG3",-0.268812996997735,6.13986759239638,-2.03974356371639,0.0436281280576653,0.07096536231769,-5.48604837798543
"11980","TBPL2",0.142242878098227,5.50441007943771,2.03877521384621,0.0437263288175937,0.071114012054417,-5.48796611877738
"11981","KPTN",-0.130810106469652,5.33011721851542,-2.03877043026162,0.043726814391787,0.071114012054417,-5.4879755901858
"11982","ZMPSTE24",-0.133361283871595,11.3412544354529,-2.03869181234373,0.0437347954345537,0.0711210556703621,-5.48813124923484
"11983","SLC39A13",-0.15246222264319,5.74745782602974,-2.03855115289606,0.0437490778463984,0.0711383444744282,-5.4884097330717
"11984","GRSF1",-0.140001741201777,10.0998545490032,-2.03849751047365,0.0437545256920705,0.0711412220535729,-5.48851593201488
"11985","C1orf19",0.266395970851509,9.17939747344499,2.03846183000322,0.0437581496695956,0.0711412220535729,-5.48858656922284
"11986","LOC442064",0.0694379510862628,5.03664456152559,2.03828439696731,0.0437761749190798,0.0711645893791314,-5.48893781919291
"11987","ANGEL1",-0.188049843163533,8.14362567861079,-2.03785196623936,0.0438201317374261,0.0712248038042425,-5.48979374841656
"11988","NF2",-0.0544380951253531,5.04936110300583,-2.03784808986827,0.043820525943303,0.0712248038042425,-5.48980142032413
"11989","FHOD1",-0.257850669127761,10.1255375248086,-2.0374370552031,0.0438623431505955,0.0712868259478983,-5.49061484115775
"11990","HMFN0839",0.263276006057366,7.79357992841227,2.03661469323288,0.0439461097887675,0.071417009944465,-5.49224180324675
"11991","LOC646855",0.0757309832006561,5.05812619947094,2.03606348211101,0.0440023332669015,0.0715024154537216,-5.49333197769173
"11992","OXGR1",0.0856418156693621,5.04289598663164,2.03587274258829,0.0440218029975855,0.0715280880093357,-5.49370915453656
"11993","FUT7",-0.103445449678958,5.10599017368175,-2.03572610912099,0.0440367756116988,0.0715464498285625,-5.49399909172356
"11994","MYEOV2",-0.0854982238549091,5.20743426407048,-2.03473744769574,0.0441378406525239,0.0717046710950832,-5.49595345638989
"11995","MGC26963",0.277067889328818,6.77181547455725,2.03469539664901,0.0441421436765718,0.071705683162818,-5.49603656239015
"11996","CENPH",-0.166101829374685,5.483386266523,-2.03423467509761,0.0441893121555978,0.0717763210530029,-5.49694698726761
"11997","NCKIPSD",-0.121105430254763,6.87836621837713,-2.03376463386525,0.0442374791772878,0.0718485689563601,-5.49787563071139
"11998","DHX38",-0.172657574156553,7.91465349437546,-2.03358731612835,0.0442556612966477,0.0718721087152175,-5.49822589901428
"11999","HCG27",-0.203536302059649,5.6337899240163,-2.03315105113859,0.0443004230020441,0.0719383202594414,-5.49908756308905
"12000","TMEM15",-0.162528206164803,8.60827673870287,-2.03311800284922,0.0443038154022734,0.0719383202594414,-5.49915282952815
"12001","FLJ40473",-0.080882154873299,5.01545192915919,-2.03265961314417,0.0443508919173059,0.0720087600207237,-5.50005799273124
"12002","KAZALD1",-0.299431229514466,6.59083793945816,-2.03231661062462,0.0443861461557642,0.0720599948212853,-5.50073518125936
"12003","MGC17839",0.221804753796423,7.68701376461819,2.03223702099157,0.0443943299029464,0.0720657722908333,-5.50089229954138
"12004","C16orf61",-0.168949514429501,11.0499985586623,-2.03218615223779,0.0443995611217202,0.0720657722908333,-5.50099271679312
"12005","CHRM3",0.321015643211443,5.87920909924882,2.03217410187752,0.0444008004286094,0.0720657722908333,-5.50101650441361
"12006","LRCH1",-0.1328071363639,5.11346601579378,-2.03209369200108,0.0444090708563957,0.072073192206969,-5.50117523154235
"12007","FBXO30",0.21676805413205,6.60228249164915,2.03161904998089,0.0444579162214902,0.0721464560319594,-5.50211204407001
"12008","KIAA0251",-0.18297713357579,5.87007799581692,-2.031248280731,0.0444961039842245,0.0722024139017834,-5.50284369854143
"12009","AGL",-0.128789835025436,6.35804439496474,-2.03063952989389,0.044558863701069,0.0722982312611649,-5.50404470220333
"12010","UBE2Q1",-0.167650789407613,8.74984846789496,-2.03044172683952,0.044579272660943,0.072320715920134,-5.50443487537065
"12011","LMAN2",-0.254383956934614,7.66452401246046,-2.03040266667563,0.0445833037619538,0.072320715920134,-5.50451191866865
